disorder_id	disorder_name	description
300746	COAGULATION FACTOR IX; F9	FACTOR IX;; PLASMA THROMBOPLASTIN COMPONENT; PTC
300747	STEROID SULFATASE; STS	ARYLSULFATASE C; ARSC;; ESTRONE SULFATASE
300748	G PROTEIN-COUPLED RECEPTOR 82; GPR82	
300749	MENTAL RETARDATION AND MICROCEPHALY WITH PONTINE AND CEREBELLAR HYPOPLASIA; MICPCH	"MICPCH SYNDROME;; MENTAL RETARDATION, X-LINKED, SYNDROMIC, NAJM TYPE; MRXSNA"
300750	"SPASTIC PARAPLEGIA 34, X-LINKED; SPG34"	
300751	"ANEMIA, SIDEROBLASTIC, 1; SIDBA1"	"ANEMIA, SIDEROBLASTIC, X-LINKED; XLSA;; ANEMIA, HYPOCHROMIC; ANH1;; ANEMIA, HEREDITARY SIDEROBLASTIC;; HEREDITARY IRON-LOADING ANEMIA"
300752	"PROTOPORPHYRIA, ERYTHROPOIETIC, X-LINKED; XLEPP"	"PROTOPORPHYRIA, ERYTHROPOIETIC, X-LINKED DOMINANT; XLDPP;; ERYTHROHEPATIC PROTOPORPHYRIA, X-LINKED"
300753	APOLIPOPROTEIN O; APOO	"MY025;; FAMILY WITH SEQUENCE SIMILARITY 121B; FAM121B;; MITOCHONDRIAL CONTACT SITE AND CRISTAE ORGANIZING SYSTEM, 26-KD SUBUNIT; MIC26;; MICOS COMPLEX, 26-KD SUBUNIT"
300754	"TAF9B RNA POLYMERASE II, TATA BOX-BINDING PROTEIN-ASSOCIATED FACTOR, 31-KD; TAF9B"	TAF9L;; TAFII31L
300755	"AGAMMAGLOBULINEMIA, X-LINKED; XLA"	"BRUTON-TYPE AGAMMAGLOBULINEMIA;; AGAMMAGLOBULINEMIA, X-LINKED, TYPE 1; AGMX1;; IMMUNODEFICIENCY 1; IMD1"
300756	ALZHEIMER DISEASE 16; AD16	
300757	RP2 GENE; RP2	
300758	"HYPOSPADIAS 2, X-LINKED; HYSP2"	
300759	"MELANOMA ANTIGEN, FAMILY E, 1; MAGEE1"	DYSTROBREVIN-ASSOCIATED MAGE PROTEIN; DAMAGE;; KIAA1587
300760	"MELANOMA ANTIGEN, FAMILY E, 2; MAGEE2"	
300761	"MELANOMA ANTIGEN, FAMILY B, 10; MAGEB10"	
300762	"MELANOMA ANTIGEN, FAMILY B, 16; MAGEB16"	
300763	"MELANOMA ANTIGEN, FAMILY B, 17; MAGEB17"	
300764	"MELANOMA ANTIGEN, FAMILY A, 9B; MAGEA9B"	
300765	"MELANOMA ANTIGEN, FAMILY D, 4B; MAGED4B"	
300766	NFKB-ACTIVATING PROTEIN; NKAP	
300767	REPLICATION PROTEIN A4; RPA4	"RPA2, HOMOLOG OF;; REPLICATION PROTEIN A COMPLEX, 34-KD SUBUNIT, HOMOLOG OF"
300768	CYLICIN 1; CYLC1	
300769	MICRO RNA 224; MIR224	MIRN224;; miRNA224
300770	"SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 4; SMDP4"	"PULMONARY ALVEOLAR PROTEINOSIS, CONGENITAL, 4;; PAP DUE TO CSF2RA DEFICIENCY;; CSF2RA DEFICIENCY"
300771	TRANSCRIPTION ELONGATION FACTOR A-LIKE 7; TCEAL7	
300772	"TRANSCRIPTION FACTOR DP FAMILY, MEMBER 3; TFDP3"	HEPATOCELLULAR CARCINOMA ANTIGEN 661; HCA661;; CANCER/TESTIS ANTIGEN 30; CT30;; E2F-LIKE;; DP4
300773	APEX NUCLEASE (APURINIC/APYRIMIDINIC ENDONUCLEASE) 2; APEX2	APE2;; XTH2;; APURINIC/APYRIMIDINIC ENDONUCLEASE LIKE-2; APEXL2;; APEX NUCLEASE-LIKE 2
300774	RAS-ASSOCIATED PROTEIN RAB39B; RAB39B	
300775	E74-LIKE FACTOR 4; ELF4	MYELOID ELF1-LIKE FACTOR; MEF
300776	"ALG13, S. CEREVISIAE, HOMOLOG OF; ALG13"	"ASPARAGINE-LINKED GLYCOSYLATION 13, S. CEREVISIAE, HOMOLOG OF;; GLYCOSYLTRANSFERASE 28 DOMAIN-CONTAINING 1; GLT28D1"
300777	EPSILON-TRIMETHYLLYSINE HYDROXYLASE; TMLHE	"TMLH;; BUTYROBETAINE-GAMMA,2-OXOGLUTARATE DIOXYGENASE 2; BBOX2"
300778	"CORNEAL DYSTROPHY, LISCH EPITHELIAL; LECD"	LISCH EPITHELIAL CORNEAL DYSTROPHY;; BAND-SHAPED AND WHORLED MICROCYSTIC CORNEAL EPITHELIAL DYSTROPHY
300779	"CORNEAL DYSTROPHY, ENDOTHELIAL, X-LINKED; XECD"	"ENDOTHELIAL CORNEAL DYSTROPHY, X-LINKED"
300780	"CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A1; CT47A1"	CT47.1
300781	"CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A2; CT47A2"	CT47.2
300782	"CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A3; CT47A3"	CT47.3
300783	"CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A4; CT47A4"	CT47.4
300784	"CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A5; CT47A5"	CT47.5
300785	"CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A6; CT47A6"	CT47.6
300786	"CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A7; CT47A7"	CT47.7
300787	"CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A8; CT47A8"	CT47.8
300788	"CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A9; CT47A9"	CT47.9
300789	"CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A10; CT47A10"	CT47.10
300790	"CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER B1; CT47B1"	CT47A13;; CT47.13
300791	NIK-RELATED KINASE; NRK	NIK-LIKE EMBRYO-SPECIFIC KINASE; NESK
300792	MICRO RNA 106A; MIR106A	miRNA106A;; MIRN106A
300793	"CANCER/TESTIS ANTIGEN FAMILY 45, MEMBER A2; CT45A2"	"CANCER/TESTIS ANTIGEN 45, MEMBER 2; CT45.2"
300794	"CANCER/TESTIS ANTIGEN FAMILY 45, MEMBER A3; CT45A3"	"CANCER/TESTIS ANTIGEN 45, MEMBER 3; CT45.3"
300795	"CANCER/TESTIS ANTIGEN FAMILY 45, MEMBER A4; CT45A4"	"CANCER/TESTIS ANTIGEN 45, MEMBER 4; CT45.4"
300796	"CANCER/TESTIS ANTIGEN FAMILY 45, MEMBER A5; CT45A5"	"CANCER/TESTIS ANTIGEN 45, MEMBER 5; CT45.5"
300797	"CANCER/TESTIS ANTIGEN FAMILY 45, MEMBER A6; CT45A6"	"CANCER/TESTIS ANTIGEN 45, MEMBER 6; CT45.6"
300798	"PHOSPHORYLASE KINASE, LIVER, ALPHA-2 SUBUNIT; PHKA2"	
300799	"MENTAL RETARDATION, X-LINKED, SYNDROMIC, RAYMOND TYPE; MRXSR"	
300800	MOVED TO 103580	
300801	CHROMOSOME Xp11.23-p11.22 DUPLICATION SYNDROME	
300802	"MENTAL RETARDATION, X-LINKED 96; MRX96"	
300803	"MENTAL RETARDATION, X-LINKED 97; MRX97"	"MENTAL RETARDATION, X-LINKED 65; MRX65;; MRXZ"
300804	JOUBERT SYNDROME 10; JBTS10	
300805	FMR1 ANTISENSE RNA 1; FMR1AS1	"ANTISENSE FMR1 GENE; ASFMR1;; FMR1 GENE, ANTISENSE"
300806	"AF4/FMR2 FAMILY, MEMBER 2; AFF2"	FMR2 GENE; FMR2
300807	"THROMBOPHILIA, X-LINKED, DUE TO FACTOR IX DEFECT; THPH8"	
300808	G PROTEIN-COUPLED RECEPTOR 143; GPR143	OA1 GENE
300809	"SYSTEMIC LUPUS ERYTHEMATOSUS, SUSCEPTIBILITY TO, 15; SLEB15"	
300810	MICRO RNA 98; MIR98	miRNA98;; MIRN98
300811	MICRO RNA 105-1; MIR105-1	miRNA105-1;; MIRN105-1
300812	MICRO RNA 105-2; MIR105-2	miRNA105-2;; MIRN105-2
300813	"SARCOMA, SYNOVIAL"	
300814	"NYSTAGMUS 6, CONGENITAL, X-LINKED; NYS6"	
300815	CHROMOSOME Xq28 DUPLICATION SYNDROME	
300816	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 6; COXPD6	"ENCEPHALOMYOPATHY, MITOCHONDRIAL, X-LINKED"
300817	EF-HAND DOMAIN (C-TERMINAL)-CONTAINING PROTEIN 2; EFHC2	EF-HAND DOMAIN-CONTAINING PROTEIN 2
300818	PAROXYSMAL NOCTURNAL HEMOGLOBINURIA 1; PNH1	
300819	ZINC FINGER PROTEIN 630; ZNF630	
300820	MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 15; MAP3K15	APOPTOSIS SIGNAL-REGULATING KINASE 3; ASK3
300821	"OPSIN 1, MEDIUM-WAVE-SENSITIVE; OPN1MW"	GREEN CONE PIGMENT; GCP
300822	"OPSIN 1, LONG-WAVE-SENSITIVE; OPN1LW"	RED CONE PIGMENT; RCP
300823	IDURONATE 2-SULFATASE; IDS	
300824	"OPN1LW AND OPN1MW GENES, CONTROLLER OF"	"OPSIN LOCUS CONTROL REGION;; LOCUS CONTROL REGION, RED AND GREEN PHOTOPIGMENT GENES;; RED AND GREEN PIGMENT GENES, CONTROLLER OF"
300825	RETINOBLASTOMA-BINDING PROTEIN 7; RBBP7	
300826	STROMAL ANTIGEN 2; STAG2	COHESIN SUBUNIT SA2
300827	FIBROBLAST GROWTH FACTOR 16; FGF16	
300828	PATCHED DOMAIN-CONTAINING PROTEIN 1; PTCHD1	
300829	"CARDIOMYOPATHY, FATAL FETAL, DUE TO MYOCARDIAL CALCIFICATION"	
300830	"AUTISM, SUSCEPTIBILITY TO, X-LINKED 4; AUTSX4"	CHROMOSOME Xp22 DELETION SYNDROME
300831	CK SYNDROME	"MENTAL RETARDATION, X-LINKED, WITH THIN BODY HABITUS AND CORTICAL MALFORMATION"
300832	JUST PROXIMAL TO XIST; JPX	NONCODING RNA 183; NCRNA00183;; ENOX
300833	"46,XX SEX REVERSAL 3; SRXX3"	"CHROMOSOME Xq26 DUPLICATION SYNDROME;; 46,XX SEX REVERSAL, SOX3-RELATED"
300834	"MACULAR DEGENERATION, X-LINKED ATROPHIC"	
300835	"ANEMIA, X-LINKED, WITH OR WITHOUT NEUTROPENIA AND/OR PLATELET ABNORMALITIES; XLANP"	
300836	KAL1 GENE; KAL1	"KALLMANN SYNDROME INTERVAL GENE 1; KALIG1;; ADHESION MOLECULE-LIKE, X-LINKED; ADMLX;; ANOSMIN 1"
300837	"DIACYLGLYCEROL KINASE, KAPPA, 142-KD; DGKK"	
300838	FERM AND PDZ DOMAINS-CONTAINING PROTEIN 4; FRMPD4	PSD95-INTERACTING REGULATOR OF SPINE MORPHOGENESIS; PRESO;; KIAA0316
300839	RETINOSCHISIN; RS1	
300840	"PRA1 DOMAIN FAMILY, MEMBER 2; PRAF2"	JM4
300841	COAGULATION FACTOR VIII; F8	"FACTOR VIII;; COAGULATION FACTOR VIIIC, PROCOAGULANT COMPONENT; F8C"
300842	MCLEOD SYNDROME; MCLDS	"MCLEOD PHENOTYPE;; NEUROACANTHOCYTOSIS, MCLEOD TYPE"
300843	BORNHOLM EYE DISEASE; BED	"MYOPIA, HIGH, WITH NONPROGRESSIVE CONE DYSFUNCTION"
300844	"MENTAL RETARDATION, X-LINKED 19; MRX19"	
300845	"MOYAMOYA DISEASE 4 WITH SHORT STATURE, HYPERGONADOTROPIC HYPOGONADISM, AND FACIAL DYSMORPHISM; MYMY4"	"CHROMOSOME Xq28 DELETION SYNDROME, 3.4-KB;; SYNDROMIC MOYAMOYA DISEASE"
300846	CD99 ANTIGEN-LIKE 2; CD99L2	CD99B
300847	"AUTISM, SUSCEPTIBILITY TO, X-LINKED 5; AUTSX5"	
300848	"MENTAL RETARDATION, X-LINKED 89; MRX89"	
300849	"MENTAL RETARDATION, X-LINKED 41; MRX41"	"MENTAL RETARDATION, X-LINKED 48; MRX48"
300850	"MENTAL RETARDATION, X-LINKED 90; MRX90"	
300851	"MENTAL RETARDATION, X-LINKED 92; MRX92"	
300852	"MENTAL RETARDATION, X-LINKED 88; MRX88"	
300853	"IMMUNODEFICIENCY, X-LINKED, WITH MAGNESIUM DEFECT, EPSTEIN-BARR VIRUS INFECTION, AND NEOPLASIA; XMEN"	
300854	"RENAL CELL CARCINOMA, Xp11-ASSOCIATED; RCCX1"	
300855	OGDEN SYNDROME; OGDNS	N-TERMINAL ACETYLTRANSFERASE DEFICIENCY; NATD
300856	"HYPOSPADIAS 4, X-LINKED, SUSCEPTIBILITY TO; HYSP4"	
300857	AMYOTROPHIC LATERAL SCLEROSIS 15 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA; ALS15	
300858	"MENTAL RETARDATION, X-LINKED, SYNDROMIC 17; MRXS17"	"MENTAL RETARDATION, X-LINKED, WITH ALACRIMA AND ACHALASIA"
300859	COILED-COIL DOMAIN-CONTAINING PROTEIN 22; CCDC22	
300860	"MENTAL RETARDATION, X-LINKED, SYNDROMIC, NASCIMENTO TYPE; MRXSN"	"MENTAL RETARDATION, X-LINKED, SYNDROMIC 30; MRXS30"
300861	"MENTAL RETARDATION, X-LINKED, SYNDROMIC, CHUDLEY-SCHWARTZ TYPE; MRXSCS"	"MENTAL RETARDATION, X-LINKED, WITH SEIZURES, HYPOGAMMAGLOBULINEMIA, AND GAIT DISTURBANCE"
300862	ACYL-CoA THIOESTERASE 9; ACOT9	"MITOCHONDRIAL ACYL-CoA THIOESTERASE, 48-KD; MTACT48"
300863	"CHONDRODYSPLASIA WITH PLATYSPONDYLY, DISTINCTIVE BRACHYDACTYLY, HYDROCEPHALY, AND MICROPHTHALMIA"	
300864	"CEREBRAL-CEREBELLAR-COLOBOMA SYNDROME, X-LINKED"	
300865	MICRO RNA 503; MIR503	miRNA503
300866	MICRO RNA 510; MIR510	miRNA510
300867	KABUKI SYNDROME 2; KABUK2	
300868	MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 2; MCAHS2	"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 20; EIEE20;; GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 4; GPIBD4"
300869	CHROMOSOME Xq27.3-q28 DUPLICATION SYNDROME	
300870	"ANEURYSM, INTRACRANIAL BERRY, 5; ANIB5"	
300871	FUN14 DOMAIN-CONTAINING PROTEIN 1; FUNDC1	
300872	"AUTISM, SUSCEPTIBILITY TO, X-LINKED 6; AUTSX6"	EPSILON-TRIMETHYLLYSINE HYDROXYLASE DEFICIENCY; TMLHED
300873	GUANINE NUCLEOTIDE-BINDING PROTEIN-LIKE 3-LIKE PROTEIN; GNL3L	GNL3-LIKE PROTEIN
300874	MICRO RNA 508; MIR508	miRNA508;; MIRN508
300875	MICRO RNA 509-1; MIR509-1	miRNA509-1;; MIRN509-1;; MICRO RNA 509; MIR509
300876	MICRO RNA 509-3; MIR509-3	miRNA509-3;; MIRN509-3
300877	MICRO RNA 506; MIR506	miRNA506;; MIRN506
300878	DOUBLESEX- AND MAB3-RELATED TRANSCRIPTION FACTOR C1; DMRTC1	
300879	XG GLYCOPROTEIN; XG	PBDX
300880	"PROTEASOME 26S SUBUNIT, NON-ATPase, 10; PSMD10"	p28;; GANKYRIN;; p28(GANK)
300881	BARATELA-SCOTT SYNDROME	
300882	CORNELIA DE LANGE SYNDROME 5; CDLS5	
300883	SORTING NEXIN 12; SNX12	
300884	"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 36; EIEE36"	
300885	"CYTOCHROME c OXIDASE, SUBUNIT 7B; COX7B"	"CYTOCHROME c OXIDASE, SUBUNIT VIIb"
300886	"MENTAL RETARDATION, X-LINKED, SYNDROMIC 32; MRXS32"	
300887	LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 2; LSDMCA2	"APLASIA CUTIS CONGENITA, RETICULOLINEAR, WITH MICROCEPHALY, FACIAL DYSMORPHISM, AND OTHER CONGENITAL ANOMALIES; APLCC"
300888	"HYPOTHYROIDISM, CENTRAL, AND TESTICULAR ENLARGEMENT; CHTE"	
300889	ZINC FINGER CCCH DOMAIN-CONTAINING PROTEIN 12B; ZC3H12B	MCP1-INDUCED PROTEIN 2; MCPIP2
300890	ANKYRIN REPEAT- AND SOCS BOX-CONTAINING PROTEIN 9; ASB9	
300891	ANKYRIN REPEAT- AND SOCS BOX-CONTAINING PROTEIN 12; ASB12	
300892	LONG INTERGENIC NONCODING RNA 850; LINC00850	KUCG1
300893	MICRO RNA 502; MIR502	miRNA502
300894	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5; NBIA5	BETA-PROPELLER PROTEIN-ASSOCIATED NEURODEGENERATION; BPAN;; STATIC ENCEPHALOPATHY OF CHILDHOOD WITH NEURODEGENERATION IN ADULTHOOD; SENDA
300895	"OHDO SYNDROME, X-LINKED; OHDOX"	"BLEPHAROPHIMOSIS-MENTAL RETARDATION SYNDROME, MAAT-KIEVIT-BRUNNER TYPE"
300896	"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIm; CDG2M"	"CDG IIm; CDGIIm;; EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 22; EIEE22"
300897	ZINC FINGER C4H2 DOMAIN-CONTAINING PROTEIN; ZC4H2	KIAA1166
300898	CIRCULAR RNA SPONGE FOR MIR7	"CIRS7;; CEREBELLAR DEGENERATION-RELATED AUTOANTIGEN 1, ANTISENSE; CDR1AS;; CDR1 ANTISENSE TRANSCRIPT"
300899	RIBOSOMAL PROTEIN L39; RPL39	
300900	REMOVED FROM DATABASE	
300901	X-ACTIVE-SPECIFIC NONCODING TRANSCRIPT; XACT	"ACTIVE X CHROMOSOME-COATING TRANSCRIPT, NONCODING;; X-ACTIVE-COATING TRANSCRIPT;; LONG INTERGENIC NONCODING RNA XACT;; lincRNA XACT"
300902	RIBOSOMAL PROTEIN L36A; RPL36A	"RPL44, YEAST, HOMOLOG OF; RPL44"
300903	G PROTEIN-COUPLED RECEPTOR 174; GPR174	GPCR17
300904	INSULIN RECEPTOR SUBSTRATE 4; IRS4	
300905	"CHARCOT-MARIE-TOOTH DISEASE, X-LINKED DOMINANT, 6; CMTX6"	"CHARCOT-MARIE-TOOTH NEUROPATHY, X-LINKED DOMINANT, 6"
300906	"PYRUVATE DEHYDROGENASE KINASE, ISOENZYME 3; PDK3"	
300907	"CLEAVAGE STIMULATION FACTOR, 3-PRIME PRE-RNA, SUBUNIT 2, 64-KD; CSTF2"	CSTF64
300908	"ANEMIA, NONSPHEROCYTIC HEMOLYTIC, DUE TO G6PD DEFICIENCY"	
300909	"ANGIOEDEMA INDUCED BY ACE INHIBITORS, SUSCEPTIBILITY TO; AEACEI"	
300910	BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 18; BMND18	"OSTEOPOROSIS AND OSTEOPOROTIC FRACTURES, SUSCEPTIBILITY TO"
300911	"PARKINSONISM WITH SPASTICITY, X-LINKED; XPDS"	
300912	"MENTAL RETARDATION, X-LINKED 98; MRX98"	
300913	"VMA21, S. CEREVISIAE, HOMOLOG OF; VMA21"	
300914	"DEAFNESS, X-LINKED 6; DFNX6"	
300915	"MICROPHTHALMIA, SYNDROMIC 13; MCOPS13"	"MAINE MICROPHTHALMOS;; COLOBOMATOUS MICROPHTHALMIA WITH MICROCEPHALY, SHORT STATURE, AND PSYCHOMOTOR RETARDATION"
300916	"PARANEOPLASTIC MA ANTIGEN FAMILY, MEMBER 5; PNMA5"	PARANEOPLASTIC ANTIGEN-LIKE PROTEIN 5;; KIAA1934
300917	"PARANEOPLASTIC MA ANTIGEN FAMILY, MEMBER 6A; PNMA6A"	PARANEOPLASTIC ANTIGEN-LIKE PROTEIN 6A;; PNMA6
300918	"PALMOPLANTAR KERATODERMA, MUTILATING, WITH PERIORIFICIAL KERATOTIC PLAQUES, X-LINKED"	"OLMSTED SYNDROME, X-LINKED; OLMSX"
300919	"MENTAL RETARDATION, X-LINKED 99; MRX99"	
300920	ATAXIN 3-LIKE; ATXN3L	
300921	"BASIC HELIX-LOOP-HELIX DOMAIN-CONTAINING PROTEIN, CLASS B, 9; BHLHB9"	p60 TRANSCRIPTION REGULATOR PROTEIN; p60TRP;; KIAA1701
300922	CYSTEINE-RICH HYDROPHOBIC DOMAIN PROTEIN 1; CHIC1	BRAIN X-LINKED GENE; BRX
300923	"MENTAL RETARDATION, X-LINKED 100; MRX100"	
300924	ACYL-CoA WAX ALCOHOL ACYLTRANSFERASE 1; AWAT1	DIACYL-GLYCEROL ACYLTRANSFERASE 2; DGA2
300925	ACYL-CoA WAX ALCOHOL ACYLTRANSFERASE 2; AWAT2	WAX SYNTHASE;; DIACYLGLYCEROL O-ACYLTRANSFERASE CANDIDATE 4; DC4;; MFAT
300926	DIACYLGLYCEROL O-ACYLTRANSFERASE 2-LIKE 6; DGAT2L6	DIACYLGLYCEROL O-ACYLTRANSFERASE CANDIDATE 3; DC3
300927	PEROXIREDOXIN 4; PRDX4	ANTIOXIDANT ENZYME 372; AOE372
300928	"MENTAL RETARDATION, X-LINKED 101; MRX101"	
300929	MICRO RNA 718; MIR718	miRNA718
300930	MAP7 DOMAIN-CONTAINING PROTEIN 3; MAP7D3	MDP3
300931	PIRIN; PIR	
300932	THYROXINE-BINDING GLOBULIN QUANTITATIVE TRAIT LOCUS; TBGQTL	
300933	PIH1 DOMAIN-CONTAINING PROTEIN 3; PIH1D3	
300934	"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iy; CDG1Y"	CDG IY; CDGIy
300935	PROLINE-RICH GAMMA-CARBOXYGLUTAMIC ACID PROTEIN 1; PRRG1	PROLINE-RICH GLA PROTEIN 1; PRGP1
300936	"FTX TRANSCRIPT, XIST REGULATOR, NONCODING; FTX"	GENE 5-PRIME TO XIST;; LONG INTERGENIC NONCODING RNA 182; LINC00182;; lincRNA 182
300937	RHO GTPase-ACTIVATING PROTEIN 36; ARHGAP36	
300938	MATRIX REMODELING-ASSOCIATED PROTEIN 5; MXRA5	ADLICAN
300939	"THYMOSIN, BETA-15A; TMSB15A"	TMSB15;; TMSNB
300940	GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE DOMAIN-CONTAINING PROTEIN 2; GDPD2	GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE 3; GDE3
300941	"SOLUTE CARRIER FAMILY 25, MEMBER 53; SLC25A53"	MITOCHONDRIAL CARRIER TRIPLE REPEAT 6; MCART6
300942	CHROMOSOME Xq26.3 DUPLICATION SYNDROME	CHROMOSOME Xq26 MICRODUPLICATION SYNDROME;; X-LINKED ACROGIGANTISM; XLAG
300943	"PITUITARY ADENOMA, GROWTH HORMONE-SECRETING, 2; PAGH2"	"ACROMEGALY DUE TO PITUITARY ADENOMA 2;; ACROMEGALY, X-LINKED"
300944	"CSAG FAMILY, MEMBER 1; CSAG1"	CHONDROSARCOMA-ASSOCIATED GENE; CSAGE
300945	"TSR2, 20S rRNA ACCUMULATION, S. CEREVISIAE, HOMOLOG OF; TSR2"	WGG MOTIF-CONTAINING PROTEIN 1; WGG1
300946	DIAMOND-BLACKFAN ANEMIA 14 WITH MANDIBULOFACIAL DYSOSTOSIS; DBA14	
300947	COILED-COIL DOMAIN-CONTAINING PROTEIN 120; CCDC120	
300948	"PHOSPHATE CYTIDYLYLTRANSFERASE 1, CHOLINE, BETA ISOFORM; PCYT1B"	CCT-BETA
300949	FORKHEAD BOX R2; FOXR2	FORKHEAD BOX N6; FOXN6
300950	MICRO RNA 20B; MIR20B	miRNA20B
300951	RING FINGER PROTEIN 113A; RNF113A	ZINC FINGER PROTEIN 183; ZNF183
300952	LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 3; LSDMCA3	LINEAR SKIN DEFECTS WITH CARDIOMYOPATHY AND OTHER CONGENITAL ANOMALIES
300953	"TRICHOTHIODYSTROPHY 5, NONPHOTOSENSITIVE; TTD5"	
300954	CHROMOSOME X OPEN READING FRAME 40A; CXORF40A	ENDOTHELIAL-OVEREXPRESSED LIPOPOLYSACCHARIDE-ASSOCIATED FACTOR 1; EOLA1
300955	APOLIPOPROTEIN O-LIKE; APOOL	"FAMILY WITH SEQUENCE SIMILARITY 121A; FAM121A;; CHROMOSOME X OPEN READING FRAME 33; CXORF33;; MITOCHONDRIAL CONTACT SITE AND CRISTAE ORGANIZING SYSTEM, 27-KD SUBUNIT; MIC27;; MICOS COMPLEX, 27-KD SUBUNIT"
300956	BRAF PSEUDOGENE 1; BRAFP1	LONG NONCODING RNA BRAFP1;; lncRNA BRAFP1
300957	"MENTAL RETARDATION, X-LINKED 12; MRX12"	"MENTAL RETARDATION, X-LINKED 35; MRX35"
300958	"MENTAL RETARDATION, X-LINKED 102; MRX102"	
300959	CHROMOSOME X OPEN READING FRAME 36; CXORF36	DIA1-RELATED PROTEIN; DIA1R
300960	MEND SYNDROME; MEND	MALE EBP DISORDER WITH NEUROLOGIC DEFECTS
300961	MID1-INTERACTING PROTEIN 1; MID1IP1	MIG12
300962	GEM-ASSOCIATED PROTEIN 8; GEMIN8	"FAMILY WITH SEQUENCE SIMILARITY 51, MEMBER A1; FAM51A1"
300963	RITSCHER-SCHINZEL SYNDROME 2; RTSC2	
300964	LAS1-LIKE RIBOSOME BIOGENESIS FACTOR; LAS1L	"LAS1, S. CEREVISIAE, HOMOLOG OF"
300965	RETROTRANSPOSON GAG DOMAIN-CONTAINING PROTEIN 1; RGAG1	MAMMALIAN RETROTRANSPOSON-DERIVED GENE 9; MART9; MAR9;; KIAA1318
300966	"MENTAL RETARDATION, X-LINKED, SYNDROMIC 33; MRXS33"	
300967	"MENTAL RETARDATION, X-LINKED, SYNDROMIC 34; MRXS34"	"MENTAL RETARDATION, X-LINKED, SYNDROMIC, MIRCSOF-LANGOUET TYPE; MRXSML"
300968	"MENTAL RETARDATION, X-LINKED 99, SYNDROMIC, FEMALE-RESTRICTED; MRXS99F"	
300969	G PROTEIN-COUPLED RECEPTOR-ASSOCIATED SORTING PROTEIN 2; GPRASP2	GASP2
300970	MORC FAMILY CW-TYPE ZINC FINGER PROTEIN 4; MORC4	ZINC FINGER CW DOMAIN PROTEIN 4: ZCW4;; ZINC FINGER CW DOMAIN- AND COILED-COIL DOMAIN-CONTAINING PROTEIN 2; ZCWCC2
300971	"BARTTER SYNDROME, TYPE 5, ANTENATAL, TRANSIENT; BARTS5"	
300972	IMMUNODEFICIENCY 47; IMD47	IMMUNODEFICIENCY AND HEPATOPATHY WITH OR WITHOUT NEUROLOGIC FEATURES
300973	"RHOX HOMEOBOX FAMILY MEMBER 1, PSEUDOGENE 1; RHOXF1P1"	lncRHOXF1
300974	"PHOSPHOLIPASE C, PHOSPHATIDYLINOSITOL-SPECIFIC, X DOMAIN-CONTAINING PROTEIN 1; PLCXD1"	PIPLC X DOMAIN-CONTAINING PROTEIN 1
300975	"UBIQUITIN-SPECIFIC PROTEASE 27, X-LINKED; USP27X"	USP27;; USP22-LIKE; USP22L
300976	"FAMILY WITH SEQUENCE SIMILARITY 46, MEMBER D; FAM46D"	
300977	SCHOLTE SYNDROME; SHLTS	"EARLY BALDING, PATELLA LUXATION, ACROMICRIA, AND HYPOGONADISM"
300978	"MENTAL RETARDATION, X-LINKED 61; MRX61"	
300979	Xq25 DUPLICATION SYNDROME	
300980	KELCH-LIKE 15; KLHL15	KIAA1677
300981	"VARIABLY CHARGED, X CHROMOSOME, 3B; VCX3B"	"VARIABLY CHARGED, X CHROMOSOME, C; VCXC"
300982	"MENTAL RETARDATION, X-LINKED 103; MRX103"	
300983	"MENTAL RETARDATION, X-LINKED 104; MRX104"	
